Iteration 0: x=34.15200053553391, y=-77.86681806446609, yaw=0.7853981633619211, v=0.0005, target_speed=0.05, steer_angle=0.0, target_waypoint=[ 34.152097  -77.8667216]
Iteration 140: x=34.15835827793215, y=-77.86046032206995, yaw=0.7853981632298609, v=0.008387671187780122, target_speed=0.01, steer_angle=-9.4247779607681, target_waypoint=[ 34.152097  -77.8667216]
Iteration 141: x=34.15841770173278, y=-77.86040089826935, yaw=0.7853981632297684, v=0.008403794475902322, target_speed=0.01, steer_angle=9.42477796076828, target_waypoint=[ 34.152097  -77.8667216]
Iteration 142: x=34.158477238402185, y=-77.86034136159996, yaw=0.785398163229672, v=0.008419756531143298, target_speed=0.01, steer_angle=9.424777960768235, target_waypoint=[ 34.152097  -77.8667216]
Iteration 143: x=34.158536886811675, y=-77.8602817131905, yaw=0.7853981632295743, v=0.008435558965831865, target_speed=0.01, steer_angle=9.424777960768221, target_waypoint=[ 34.152097  -77.8667216]
Iteration 144: x=34.15859664584385, y=-77.86022195415835, yaw=0.7853981632293365, v=0.008451203376173546, target_speed=0.01, steer_angle=9.424777960766566, target_waypoint=[ 34.152097  -77.8667216]
Iteration 145: x=34.15865651439248, y=-77.86016208560973, yaw=0.7853981632291364, v=0.00846669134241181, target_speed=0.01, steer_angle=9.424777960767015, target_waypoint=[ 34.152097  -77.8667216]
Iteration 146: x=34.15871649136241, y=-77.86010210863982, yaw=0.7853981632291034, v=0.008482024428987692, target_speed=0.01, steer_angle=9.42477796076899, target_waypoint=[ 34.152097  -77.8667216]
Iteration 147: x=34.15877657566942, y=-77.86004202433283, yaw=0.7853981632290573, v=0.008497204184697816, target_speed=0.01, steer_angle=9.424777960768838, target_waypoint=[ 34.152097  -77.8667216]
Iteration 148: x=34.15883676624014, y=-77.85998183376212, yaw=0.7853981632291386, v=0.008512232142850837, target_speed=0.01, steer_angle=-9.424777960768425, target_waypoint=[ 34.152097  -77.8667216]
Iteration 149: x=34.15889706201194, y=-77.85992153799035, yaw=0.7853981632293134, v=0.00852710982142233, target_speed=0.01, steer_angle=-9.42477796076733, target_waypoint=[ 34.152097  -77.8667216]
Iteration 150: x=34.1589574619328, y=-77.8598611380695, yaw=0.785398163229423, v=0.008541838723208106, target_speed=0.01, steer_angle=-9.424777960768097, target_waypoint=[ 34.152097  -77.8667216]
Iteration 151: x=34.15901796496124, y=-77.8598006350411, yaw=0.7853981632294847, v=0.008556420335976025, target_speed=0.01, steer_angle=-9.424777960768658, target_waypoint=[ 34.152097  -77.8667216]
Iteration 152: x=34.159078570066164, y=-77.85974002993619, yaw=0.7853981632293799, v=0.008570856132616265, target_speed=0.01, steer_angle=9.424777960768157, target_waypoint=[ 34.152097  -77.8667216]
Iteration 153: x=34.159139276226824, y=-77.85967932377555, yaw=0.785398163229285, v=0.008585147571290103, target_speed=0.01, steer_angle=9.424777960768274, target_waypoint=[ 34.152097  -77.8667216]
Iteration 154: x=34.15920008243266, y=-77.85961851756974, yaw=0.7853981632291986, v=0.008599296095577202, target_speed=0.01, steer_angle=9.424777960768376, target_waypoint=[ 34.152097  -77.8667216]
Iteration 155: x=34.15926098768322, y=-77.85955761231921, yaw=0.7853981632289903, v=0.00861330313462143, target_speed=0.01, steer_angle=9.42477796076696, target_waypoint=[ 34.152097  -77.8667216]
Iteration 156: x=34.159321990988055, y=-77.8594966090144, yaw=0.7853981632288224, v=0.008627170103275215, target_speed=0.01, steer_angle=9.424777960767434, target_waypoint=[ 34.152097  -77.8667216]
Iteration 157: x=34.15938309136662, y=-77.85943550863585, yaw=0.785398163228558, v=0.008640898402242463, target_speed=0.01, steer_angle=9.42477796076632, target_waypoint=[ 34.152097  -77.8667216]
Iteration 158: x=34.15944428784818, y=-77.85937431215432, yaw=0.7853981632283515, v=0.008654489418220038, target_speed=0.01, steer_angle=9.424777960766994, target_waypoint=[ 34.152097  -77.8667216]
Iteration 159: x=34.15950557947171, y=-77.8593130205308, yaw=0.7853981632281886, v=0.008667944524037838, target_speed=0.01, steer_angle=9.4247779607675, target_waypoint=[ 34.152097  -77.8667216]
Iteration 160: x=34.15956696528579, y=-77.85925163471676, yaw=0.7853981632280589, v=0.008681265078797459, target_speed=0.01, steer_angle=9.424777960767885, target_waypoint=[ 34.152097  -77.8667216]
Iteration 161: x=34.159628444348506, y=-77.85919015565406, yaw=0.7853981632278306, v=0.008694452428009484, target_speed=0.01, steer_angle=9.424777960766754, target_waypoint=[ 34.152097  -77.8667216]
Iteration 162: x=34.15969001572738, y=-77.85912858427521, yaw=0.7853981632276549, v=0.00870750790372939, target_speed=0.01, steer_angle=9.424777960767361, target_waypoint=[ 34.152097  -77.8667216]
Iteration 163: x=34.15975167849924, y=-77.85906692150337, yaw=0.7853981632275189, v=0.008720432824692096, target_speed=0.01, steer_angle=9.42477796076782, target_waypoint=[ 34.152097  -77.8667216]
Iteration 164: x=34.159813431750166, y=-77.85900516825247, yaw=0.7853981632274131, v=0.008733228496445176, target_speed=0.01, steer_angle=9.424777960768168, target_waypoint=[ 34.152097  -77.8667216]
Iteration 165: x=34.15987527457536, y=-77.85894332542729, yaw=0.78539816322733, v=0.008745896211480725, target_speed=0.01, steer_angle=9.42477796076843, target_waypoint=[ 34.152097  -77.8667216]
Iteration 166: x=34.15993720607909, y=-77.85888139392358, yaw=0.7853981632272645, v=0.008758437249365918, target_speed=0.01, steer_angle=9.424777960768632, target_waypoint=[ 34.152097  -77.8667216]
Iteration 167: x=34.15999922537456, y=-77.85881937462813, yaw=0.7853981632272126, v=0.008770852876872258, target_speed=0.01, steer_angle=9.424777960768788, target_waypoint=[ 34.152097  -77.8667216]
Iteration 168: x=34.16006133158386, y=-77.85875726841886, yaw=0.7853981632272898, v=0.008783144348103535, target_speed=0.01, steer_angle=-9.4247779607685, target_waypoint=[ 34.152097  -77.8667216]
Iteration 169: x=34.16012352383785, y=-77.85869507616489, yaw=0.7853981632272256, v=0.0087953129046225, target_speed=0.01, steer_angle=9.42477796076865, target_waypoint=[ 34.152097  -77.8667216]
Iteration 170: x=34.16018580127607, y=-77.85863279872669, yaw=0.7853981632271763, v=0.008807359775576274, target_speed=0.01, steer_angle=9.42477796076882, target_waypoint=[ 34.152097  -77.8667216]
Iteration 171: x=34.160248163046695, y=-77.85857043695609, yaw=0.7853981632271383, v=0.008819286177820511, target_speed=0.01, steer_angle=9.42477796076895, target_waypoint=[ 34.152097  -77.8667216]
Iteration 172: x=34.160310608306396, y=-77.8585079916964, yaw=0.7853981632271094, v=0.008831093316042305, target_speed=0.01, steer_angle=9.424777960769052, target_waypoint=[ 34.152097  -77.8667216]
Iteration 173: x=34.16037313622028, y=-77.85844546378253, yaw=0.7853981632272025, v=0.008842782382881883, target_speed=0.01, steer_angle=-9.424777960768328, target_waypoint=[ 34.152097  -77.8667216]
Iteration 174: x=34.160435745961806, y=-77.85838285404103, yaw=0.785398163227384, v=0.008854354559053064, target_speed=0.01, steer_angle=-9.42477796076733, target_waypoint=[ 34.152097  -77.8667216]
Iteration 175: x=34.1604984367127, y=-77.85832016329016, yaw=0.7853981632275161, v=0.008865811013462534, target_speed=0.01, steer_angle=-9.424777960767889, target_waypoint=[ 34.152097  -77.8667216]
Iteration 176: x=34.160561207662866, y=-77.85825739234001, yaw=0.7853981632274997, v=0.008877152903327908, target_speed=0.01, steer_angle=9.424777960769195, target_waypoint=[ 34.152097  -77.8667216]
Iteration 177: x=34.16062405801031, y=-77.85819454199259, yaw=0.7853981632275999, v=0.008888381374294629, target_speed=0.01, steer_angle=-9.424777960768251, target_waypoint=[ 34.152097  -77.8667216]
Iteration 178: x=34.16068698696107, y=-77.85813161304186, yaw=0.7853981632275623, v=0.008899497560551682, target_speed=0.01, steer_angle=9.424777960768957, target_waypoint=[ 34.152097  -77.8667216]
Iteration 179: x=34.16074999372909, y=-77.85806860627386, yaw=0.7853981632274252, v=0.008910502584946165, target_speed=0.01, steer_angle=9.424777960767841, target_waypoint=[ 34.152097  -77.8667216]
Iteration 180: x=34.16081307753622, y=-77.85800552246675, yaw=0.7853981632273273, v=0.008921397559096704, target_speed=0.01, steer_angle=9.424777960768282, target_waypoint=[ 34.152097  -77.8667216]
Iteration 181: x=34.16087623761206, y=-77.85794236239094, yaw=0.7853981632272582, v=0.008932183583505737, target_speed=0.01, steer_angle=9.424777960768607, target_waypoint=[ 34.152097  -77.8667216]
Iteration 182: x=34.16093947319392, y=-77.85787912680911, yaw=0.7853981632271022, v=0.008942861747670679, target_speed=0.01, steer_angle=9.424777960767635, target_waypoint=[ 34.152097  -77.8667216]
Iteration 183: x=34.16100278352675, y=-77.8578158164763, yaw=0.7853981632268842, v=0.008953433130193972, target_speed=0.01, steer_angle=9.424777960766944, target_waypoint=[ 34.152097  -77.8667216]
Iteration 184: x=34.16106616786303, y=-77.85775243214005, yaw=0.7853981632267298, v=0.008963898798892032, target_speed=0.01, steer_angle=9.424777960767658, target_waypoint=[ 34.152097  -77.8667216]
Iteration 185: x=34.16112962546272, y=-77.85768897454037, yaw=0.7853981632266227, v=0.008974259810903112, target_speed=0.01, steer_angle=9.424777960768186, target_waypoint=[ 34.152097  -77.8667216]
Iteration 186: x=34.1611931555932, y=-77.8576254444099, yaw=0.7853981632266562, v=0.00898451721279408, target_speed=0.01, steer_angle=-9.424777960769006, target_waypoint=[ 34.152097  -77.8667216]
Iteration 187: x=34.16125675752916, y=-77.85756184247397, yaw=0.7853981632266864, v=0.00899467204066614, target_speed=0.01, steer_angle=-9.424777960769044, target_waypoint=[ 34.152097  -77.8667216]
Iteration 188: x=34.161320430552536, y=-77.85749816945061, yaw=0.7853981632267143, v=0.009004725320259479, target_speed=0.01, steer_angle=-9.42477796076907, target_waypoint=[ 34.152097  -77.8667216]
Iteration 189: x=34.16138417395246, y=-77.8574344260507, yaw=0.7853981632268449, v=0.009014678067056884, target_speed=0.01, steer_angle=-9.424777960767932, target_waypoint=[ 34.152097  -77.8667216]
Iteration 190: x=34.16144798702517, y=-77.85737061297802, yaw=0.7853981632269459, v=0.009024531286386316, target_speed=0.01, steer_angle=-9.42477796076826, target_waypoint=[ 34.152097  -77.8667216]
Iteration 191: x=34.161511869073934, y=-77.85730673092928, yaw=0.7853981632270255, v=0.009034285973522453, target_speed=0.01, steer_angle=-9.424777960768498, target_waypoint=[ 34.152097  -77.8667216]
Iteration 192: x=34.16157581940899, y=-77.85724278059425, yaw=0.7853981632269874, v=0.009043943113787228, target_speed=0.01, steer_angle=9.424777960768958, target_waypoint=[ 34.152097  -77.8667216]
Iteration 193: x=34.16163983734747, y=-77.85717876265578, yaw=0.7853981632269668, v=0.009053503682649356, target_speed=0.01, steer_angle=9.424777960769152, target_waypoint=[ 34.152097  -77.8667216]
Iteration 194: x=34.161703922213356, y=-77.85711467778992, yaw=0.7853981632270604, v=0.009062968645822863, target_speed=0.01, steer_angle=-9.424777960768347, target_waypoint=[ 34.152097  -77.8667216]
Iteration 195: x=34.16176807333736, y=-77.85705052666594, yaw=0.7853981632270348, v=0.009072338959364634, target_speed=0.01, steer_angle=9.424777960769099, target_waypoint=[ 34.152097  -77.8667216]
Iteration 196: x=34.16183229005691, y=-77.85698630994642, yaw=0.7853981632269241, v=0.009081615569770987, target_speed=0.01, steer_angle=9.42477796076816, target_waypoint=[ 34.152097  -77.8667216]
Iteration 197: x=34.16189657171604, y=-77.85692202828731, yaw=0.7853981632268521, v=0.009090799414073278, target_speed=0.01, steer_angle=9.424777960768587, target_waypoint=[ 34.152097  -77.8667216]
Iteration 198: x=34.16196091766536, y=-77.85685768233802, yaw=0.7853981632267097, v=0.009099891419932544, target_speed=0.01, steer_angle=9.424777960767816, target_waypoint=[ 34.152097  -77.8667216]
Iteration 199: x=34.16202532726197, y=-77.85679327274143, yaw=0.7853981632266158, v=0.00910889250573322, target_speed=0.01, steer_angle=9.424777960768349, target_waypoint=[ 34.152097  -77.8667216]
Iteration 200: x=34.1620897998694, y=-77.85672880013402, yaw=0.7853981632265575, v=0.009117803580675887, target_speed=0.01, steer_angle=9.42477796076874, target_waypoint=[ 34.152097  -77.8667216]
Iteration 201: x=34.16215433485753, y=-77.85666426514591, yaw=0.7853981632265252, v=0.009126625544869128, target_speed=0.01, steer_angle=9.424777960769026, target_waypoint=[ 34.152097  -77.8667216]
Iteration 202: x=34.16221893160257, y=-77.8565996684009, yaw=0.785398163226512, v=0.009135359289420436, target_speed=0.01, steer_angle=9.424777960769235, target_waypoint=[ 34.152097  -77.8667216]
Iteration 203: x=34.16228358948693, y=-77.85653501051657, yaw=0.7853981632264166, v=0.009144005696526233, target_speed=0.01, steer_angle=9.424777960768337, target_waypoint=[ 34.152097  -77.8667216]
Iteration 204: x=34.16234830789924, y=-77.85647029210429, yaw=0.7853981632262628, v=0.00915256563956097, target_speed=0.01, steer_angle=9.424777960767699, target_waypoint=[ 34.152097  -77.8667216]
Iteration 205: x=34.162413086234196, y=-77.85640551376936, yaw=0.7853981632260678, v=0.009161039983165361, target_speed=0.01, steer_angle=9.424777960767251, target_waypoint=[ 34.152097  -77.8667216]
Iteration 206: x=34.16247792389259, y=-77.85634067611099, yaw=0.7853981632258443, v=0.009169429583333708, target_speed=0.01, steer_angle=9.424777960766942, target_waypoint=[ 34.152097  -77.8667216]
Iteration 207: x=34.162542820281175, y=-77.85627577972242, yaw=0.7853981632256956, v=0.00917773528750037, target_speed=0.01, steer_angle=9.42477796076776, target_waypoint=[ 34.152097  -77.8667216]
Iteration 208: x=34.162607774812656, y=-77.85621082519096, yaw=0.7853981632256012, v=0.009185957934625366, target_speed=0.01, steer_angle=9.424777960768353, target_waypoint=[ 34.152097  -77.8667216]
Iteration 209: x=34.16267278690561, y=-77.85614581309802, yaw=0.7853981632256397, v=0.009194098355279113, target_speed=0.01, steer_angle=-9.42477796076896, target_waypoint=[ 34.152097  -77.8667216]
Iteration 210: x=34.16273785598441, y=-77.85608074401924, yaw=0.7853981632256806, v=0.009202157371726322, target_speed=0.01, steer_angle=-9.424777960768935, target_waypoint=[ 34.152097  -77.8667216]
Iteration 211: x=34.1628029814792, y=-77.85601561852447, yaw=0.785398163225816, v=0.00921013579800906, target_speed=0.01, steer_angle=-9.424777960767909, target_waypoint=[ 34.152097  -77.8667216]
Iteration 212: x=34.16286816282583, y=-77.85595043717787, yaw=0.7853981632259267, v=0.009218034440028968, target_speed=0.01, steer_angle=-9.424777960768179, target_waypoint=[ 34.152097  -77.8667216]
Iteration 213: x=34.16293339946577, y=-77.85588520053794, yaw=0.7853981632259286, v=0.009225854095628679, target_speed=0.01, steer_angle=-9.42477796076936, target_waypoint=[ 34.152097  -77.8667216]
Iteration 214: x=34.162998690846095, y=-77.85581990915763, yaw=0.7853981632260344, v=0.009233595554672392, target_speed=0.01, steer_angle=-9.424777960768234, target_waypoint=[ 34.152097  -77.8667216]
Iteration 215: x=34.1630640364194, y=-77.85575456358436, yaw=0.7853981632262144, v=0.009241259599125667, target_speed=0.01, steer_angle=-9.424777960767432, target_waypoint=[ 34.152097  -77.8667216]
Iteration 216: x=34.163129435643754, y=-77.85568916436003, yaw=0.7853981632262673, v=0.00924884700313441, target_speed=0.01, steer_angle=-9.424777960768807, target_waypoint=[ 34.152097  -77.8667216]
Iteration 217: x=34.16319488798264, y=-77.85562371202116, yaw=0.7853981632262295, v=0.009256358533103066, target_speed=0.01, steer_angle=9.42477796076897, target_waypoint=[ 34.152097  -77.8667216]
Iteration 218: x=34.163260392904924, y=-77.8555582070989, yaw=0.7853981632263051, v=0.009263794947772035, target_speed=0.01, steer_angle=-9.424777960768564, target_waypoint=[ 34.152097  -77.8667216]
Iteration 219: x=34.163325949884765, y=-77.85549265011907, yaw=0.7853981632263731, v=0.009271156998294314, target_speed=0.01, steer_angle=-9.424777960768646, target_waypoint=[ 34.152097  -77.8667216]
Iteration 220: x=34.163391558401585, y=-77.85542704160227, yaw=0.7853981632264357, v=0.00927844542831137, target_speed=0.01, steer_angle=-9.424777960768704, target_waypoint=[ 34.152097  -77.8667216]
Iteration 221: x=34.16345721794002, y=-77.85536138206386, yaw=0.7853981632265823, v=0.009285660974028257, target_speed=0.01, steer_angle=-9.424777960767802, target_waypoint=[ 34.152097  -77.8667216]
Iteration 222: x=34.16352292798985, y=-77.85529567201405, yaw=0.785398163226614, v=0.009292804364287975, target_speed=0.01, steer_angle=-9.424777960769038, target_waypoint=[ 34.152097  -77.8667216]
Iteration 223: x=34.16358868804597, y=-77.85522991195796, yaw=0.7853981632266508, v=0.009299876320645096, target_speed=0.01, steer_angle=-9.424777960768985, target_waypoint=[ 34.152097  -77.8667216]
Iteration 224: x=34.163654497608306, y=-77.85516410239565, yaw=0.7853981632266046, v=0.009306877557438645, target_speed=0.01, steer_angle=9.424777960768884, target_waypoint=[ 34.152097  -77.8667216]
Iteration 225: x=34.1637203561818, y=-77.85509824382217, yaw=0.7853981632265855, v=0.009313808781864259, target_speed=0.01, steer_angle=9.424777960769175, target_waypoint=[ 34.152097  -77.8667216]
Iteration 226: x=34.163786263276336, y=-77.85503233672765, yaw=0.7853981632266717, v=0.009320670694045616, target_speed=0.01, steer_angle=-9.424777960768456, target_waypoint=[ 34.152097  -77.8667216]
Iteration 227: x=34.16385221840671, y=-77.8549663815973, yaw=0.7853981632268329, v=0.00932746398710516, target_speed=0.01, steer_angle=-9.424777960767651, target_waypoint=[ 34.152097  -77.8667216]
Iteration 228: x=34.163918221092565, y=-77.85490037891147, yaw=0.7853981632269625, v=0.009334189347234107, target_speed=0.01, steer_angle=-9.42477796076799, target_waypoint=[ 34.152097  -77.8667216]
Iteration 229: x=34.16398427085834, y=-77.85483432914572, yaw=0.7853981632269853, v=0.009340847453761767, target_speed=0.01, steer_angle=-9.424777960769136, target_waypoint=[ 34.152097  -77.8667216]
Iteration 230: x=34.164050367233244, y=-77.85476823277084, yaw=0.785398163226932, v=0.00934743897922415, target_speed=0.01, steer_angle=9.42477796076881, target_waypoint=[ 34.152097  -77.8667216]
Iteration 231: x=34.164116509751175, y=-77.85470209025293, yaw=0.785398163226908, v=0.009353964589431907, target_speed=0.01, steer_angle=9.424777960769124, target_waypoint=[ 34.152097  -77.8667216]
Iteration 232: x=34.16418269795071, y=-77.85463590205342, yaw=0.7853981632269055, v=0.009360424943537587, target_speed=0.01, steer_angle=9.424777960769353, target_waypoint=[ 34.152097  -77.8667216]
Iteration 233: x=34.16424893137503, y=-77.85456966862913, yaw=0.7853981632269184, v=0.009366820694102211, target_speed=0.01, steer_angle=-9.424777960769243, target_waypoint=[ 34.152097  -77.8667216]
Iteration 234: x=34.16431520957189, y=-77.85450339043228, yaw=0.7853981632268601, v=0.009373152487161189, target_speed=0.01, steer_angle=9.424777960768758, target_waypoint=[ 34.152097  -77.8667216]
Iteration 235: x=34.16438153209356, y=-77.85443706791064, yaw=0.7853981632268334, v=0.009379420962289577, target_speed=0.01, steer_angle=9.424777960769095, target_waypoint=[ 34.152097  -77.8667216]
Iteration 236: x=34.164447898496796, y=-77.85437070150742, yaw=0.7853981632268294, v=0.009385626752666682, target_speed=0.01, steer_angle=9.424777960769337, target_waypoint=[ 34.152097  -77.8667216]
Iteration 237: x=34.16451430834278, y=-77.85430429166146, yaw=0.7853981632268419, v=0.009391770485140016, target_speed=0.01, steer_angle=-9.424777960769248, target_waypoint=[ 34.152097  -77.8667216]
Iteration 238: x=34.16458076119709, y=-77.85423783880718, yaw=0.785398163226785, v=0.009397852780288615, target_speed=0.01, steer_angle=9.424777960768775, target_waypoint=[ 34.152097  -77.8667216]
Iteration 239: x=34.16464725662963, y=-77.85417134337466, yaw=0.7853981632267599, v=0.009403874252485728, target_speed=0.01, steer_angle=9.424777960769113, target_waypoint=[ 34.152097  -77.8667216]
Iteration 240: x=34.16471379421463, y=-77.85410480578967, yaw=0.7853981632267576, v=0.00940983550996087, target_speed=0.01, steer_angle=9.424777960769354, target_waypoint=[ 34.152097  -77.8667216]
Iteration 241: x=34.16478037353056, y=-77.85403822647376, yaw=0.7853981632268511, v=0.009415737154861261, target_speed=0.01, steer_angle=-9.424777960768386, target_waypoint=[ 34.152097  -77.8667216]
Iteration 242: x=34.164846994160115, y=-77.85397160584424, yaw=0.7853981632269336, v=0.009421579783312648, target_speed=0.01, steer_angle=-9.424777960768504, target_waypoint=[ 34.152097  -77.8667216]
Iteration 243: x=34.16491365569016, y=-77.85390494431422, yaw=0.7853981632269291, v=0.009427363985479522, target_speed=0.01, steer_angle=9.424777960769333, target_waypoint=[ 34.152097  -77.8667216]
Iteration 244: x=34.16498035771168, y=-77.85383824229272, yaw=0.7853981632268631, v=0.009433090345624727, target_speed=0.01, steer_angle=9.42477796076868, target_waypoint=[ 34.152097  -77.8667216]
Iteration 245: x=34.165047099819766, y=-77.85377150018466, yaw=0.7853981632268319, v=0.009438759442168479, target_speed=0.01, steer_angle=9.424777960769049, target_waypoint=[ 34.152097  -77.8667216]
Iteration 246: x=34.16511388161355, y=-77.8537047183909, yaw=0.7853981632267478, v=0.009444371847746795, target_speed=0.01, steer_angle=9.42477796076849, target_waypoint=[ 34.152097  -77.8667216]
Iteration 247: x=34.16518070269618, y=-77.85363789730829, yaw=0.785398163226704, v=0.009449928129269326, target_speed=0.01, steer_angle=9.424777960768916, target_waypoint=[ 34.152097  -77.8667216]
Iteration 248: x=34.16524756267477, y=-77.85357103732973, yaw=0.785398163226689, v=0.009455428847976633, target_speed=0.01, steer_angle=9.424777960769221, target_waypoint=[ 34.152097  -77.8667216]
Iteration 249: x=34.16531446116035, y=-77.85350413884417, yaw=0.785398163226618, v=0.009460874559496867, target_speed=0.01, steer_angle=9.42477796076863, target_waypoint=[ 34.152097  -77.8667216]
Iteration 250: x=34.16538139776786, y=-77.85343720223669, yaw=0.7853981632265841, v=0.009466265813901899, target_speed=0.01, steer_angle=9.42477796076902, target_waypoint=[ 34.152097  -77.8667216]
Iteration 251: x=34.165448372116074, y=-77.8533702278885, yaw=0.7853981632265005, v=0.00947160315576288, target_speed=0.01, steer_angle=9.424777960768496, target_waypoint=[ 34.152097  -77.8667216]
Iteration 252: x=34.16551538382759, y=-77.85330321617701, yaw=0.7853981632263819, v=0.009476887124205252, target_speed=0.01, steer_angle=9.424777960768129, target_waypoint=[ 34.152097  -77.8667216]
Iteration 253: x=34.165582432528765, y=-77.85323616747586, yaw=0.7853981632263145, v=0.009482118252963198, target_speed=0.01, steer_angle=9.424777960768669, target_waypoint=[ 34.152097  -77.8667216]
Iteration 254: x=34.165649517849715, y=-77.85316908215493, yaw=0.7853981632262838, v=0.009487297070433566, target_speed=0.01, steer_angle=9.424777960769056, target_waypoint=[ 34.152097  -77.8667216]
Iteration 255: x=34.16571663942423, y=-77.85310196058043, yaw=0.7853981632262045, v=0.00949242409972923, target_speed=0.01, steer_angle=9.424777960768544, target_waypoint=[ 34.152097  -77.8667216]
Iteration 256: x=34.16578379688979, y=-77.8530348031149, yaw=0.7853981632262401, v=0.009497499858731938, target_speed=0.01, steer_angle=-9.424777960769005, target_waypoint=[ 34.152097  -77.8667216]
Iteration 257: x=34.165850989887474, y=-77.85296761011723, yaw=0.785398163226283, v=0.009502524860144619, target_speed=0.01, steer_angle=-9.424777960768928, target_waypoint=[ 34.152097  -77.8667216]
Iteration 258: x=34.16591821806196, y=-77.85290038194277, yaw=0.7853981632263309, v=0.009507499611543173, target_speed=0.01, steer_angle=-9.424777960768875, target_waypoint=[ 34.152097  -77.8667216]
Iteration 259: x=34.16598548106148, y=-77.85283311894328, yaw=0.7853981632263091, v=0.009512424615427742, target_speed=0.01, steer_angle=9.42477796076915, target_waypoint=[ 34.152097  -77.8667216]
Iteration 260: x=34.16605277853779, y=-77.85276582146699, yaw=0.7853981632262379, v=0.009517300369273465, target_speed=0.01, steer_angle=9.424777960768632, target_waypoint=[ 34.152097  -77.8667216]
Iteration 261: x=34.16612011014612, y=-77.85269848985868, yaw=0.7853981632262779, v=0.00952212736558073, target_speed=0.01, steer_angle=-9.42477796076896, target_waypoint=[ 34.152097  -77.8667216]
Iteration 262: x=34.166187475545144, y=-77.85263112445968, yaw=0.7853981632263239, v=0.009526906091924924, target_speed=0.01, steer_angle=-9.424777960768896, target_waypoint=[ 34.152097  -77.8667216]
Iteration 263: x=34.16625487439696, y=-77.85256372560788, yaw=0.7853981632263745, v=0.009531637031005675, target_speed=0.01, steer_angle=-9.42477796076885, target_waypoint=[ 34.152097  -77.8667216]
Iteration 264: x=34.16632230636704, y=-77.85249629363783, yaw=0.7853981632264279, v=0.009536320660695617, target_speed=0.01, steer_angle=-9.42477796076882, target_waypoint=[ 34.152097  -77.8667216]
Iteration 265: x=34.1663897711242, y=-77.85242882888069, yaw=0.7853981632264119, v=0.009540957454088662, target_speed=0.01, steer_angle=9.424777960769212, target_waypoint=[ 34.152097  -77.8667216]
Iteration 266: x=34.16645726834057, y=-77.85236133166434, yaw=0.7853981632264183, v=0.009545547879547775, target_speed=0.01, steer_angle=-9.424777960769312, target_waypoint=[ 34.152097  -77.8667216]
Iteration 267: x=34.16652479769156, y=-77.85229380231338, yaw=0.7853981632264404, v=0.009550092400752297, target_speed=0.01, steer_angle=-9.424777960769148, target_waypoint=[ 34.152097  -77.8667216]
Iteration 268: x=34.166592358855816, y=-77.85222624114915, yaw=0.7853981632264032, v=0.009554591476744775, target_speed=0.01, steer_angle=9.42477796076899, target_waypoint=[ 34.152097  -77.8667216]
Iteration 269: x=34.166659951515214, y=-77.85215864848978, yaw=0.7853981632263242, v=0.009559045561977328, target_speed=0.01, steer_angle=9.424777960768553, target_waypoint=[ 34.152097  -77.8667216]
Iteration 270: x=34.1667275753548, y=-77.85209102465022, yaw=0.7853981632262861, v=0.009563455106357555, target_speed=0.01, steer_angle=9.424777960768981, target_waypoint=[ 34.152097  -77.8667216]
Iteration 271: x=34.16679523006277, y=-77.85202336994227, yaw=0.7853981632262071, v=0.009567820555293979, target_speed=0.01, steer_angle=9.424777960768555, target_waypoint=[ 34.152097  -77.8667216]
Iteration 272: x=34.16686291533044, y=-77.85195568467462, yaw=0.7853981632261694, v=0.009572142349741039, target_speed=0.01, steer_angle=9.424777960768985, target_waypoint=[ 34.152097  -77.8667216]
Iteration 273: x=34.166930630852214, y=-77.85188796915287, yaw=0.7853981632261609, v=0.009576420926243629, target_speed=0.01, steer_angle=9.42477796076929, target_waypoint=[ 34.152097  -77.8667216]
Iteration 274: x=34.16699837632555, y=-77.85182022367955, yaw=0.785398163226173, v=0.009580656716981193, target_speed=0.01, steer_angle=-9.424777960769253, target_waypoint=[ 34.152097  -77.8667216]
Iteration 275: x=34.16706615145094, y=-77.8517524485542, yaw=0.7853981632261999, v=0.009584850149811381, target_speed=0.01, steer_angle=-9.424777960769099, target_waypoint=[ 34.152097  -77.8667216]
Iteration 276: x=34.16713395593185, y=-77.8516846440733, yaw=0.7853981632261688, v=0.009589001648313267, target_speed=0.01, steer_angle=9.424777960769056, target_waypoint=[ 34.152097  -77.8667216]
Iteration 277: x=34.16720178947474, y=-77.85161681053044, yaw=0.7853981632261651, v=0.009593111631830135, target_speed=0.01, steer_angle=9.42477796076934, target_waypoint=[ 34.152097  -77.8667216]
Iteration 278: x=34.16726965178898, y=-77.85154894821623, yaw=0.7853981632261129, v=0.009597180515511833, target_speed=0.01, steer_angle=9.424777960768836, target_waypoint=[ 34.152097  -77.8667216]
Iteration 279: x=34.16733754258686, y=-77.85148105741838, yaw=0.7853981632260268, v=0.009601208710356714, target_speed=0.01, steer_angle=9.424777960768484, target_waypoint=[ 34.152097  -77.8667216]
Iteration 280: x=34.167405461583535, y=-77.85141313842172, yaw=0.7853981632259173, v=0.009605196623253147, target_speed=0.01, steer_angle=9.424777960768239, target_waypoint=[ 34.152097  -77.8667216]
